job_id,worker_id,expected_time,simulated_time,expected_quality
job122_scenario1_171,B22,15,16,70
job123_scenario1_172,B22,15,16,70
job124_scenario1_173,B22,15,15,70
job125_scenario1_174,B22,15,14,70
job126_scenario2_175,B22,5,4,60
job127_scenario2_177,B22,5,5,60
job128_scenario1_179,B22,15,16,70
job129_scenario2_180,B22,5,5,60
job130_scenario1_181,B22,15,15,70
job131_scenario2_182,B22,5,4,60
job132_scenario2_183,B22,5,4,60
job133_scenario1_184,B22,15,15,70
job134_scenario2_185,B22,5,4,60
job135_scenario2_186,B22,5,5,60
job136_scenario1_187,B22,15,15,70
job137_scenario2_188,B22,5,5,60
job138_scenario2_189,B22,5,6,60
job139_scenario2_190,B22,5,5,60
job140_scenario1_191,B22,15,16,70
job141_scenario2_192,B22,5,5,60
job142_scenario1_193,B22,15,15,70
job143_scenario2_194,B22,5,5,60
job144_scenario1_195,B22,15,16,70
job145_scenario2_196,B22,5,6,60
job146_scenario1_197,B22,15,14,70
job147_scenario4_198,B22,6,4,30
job148_scenario1_199,B22,15,12,70
job149_scenario1_200,B22,15,16,70
job150_scenario1_201,B22,15,14,70
job151_scenario3_202,B22,4,5,20
job152_scenario1_203,B22,15,14,70
job153_scenario2_204,B22,5,3,60
job154_scenario2_205,B22,5,4,60
job155_scenario3_206,B22,4,4,20
job156_scenario3_207,B22,4,6,20
job157_scenario2_208,B22,5,5,60
job158_scenario2_209,B22,5,4,60
job159_scenario2_210,B22,5,5,60
job160_scenario1_211,B22,15,16,70
job161_scenario2_212,B22,5,3,60
job162_scenario4_213,B22,6,7,30
job163_scenario2_214,B22,5,5,60
job164_scenario1_215,B22,15,15,70
job165_scenario2_216,B22,5,4,60
job166_scenario2_217,B22,5,5,60
job167_scenario1_218,B22,15,15,70
job168_scenario3_219,B22,4,3,20
job169_scenario1_220,B22,15,16,70
job170_scenario1_221,B22,15,17,70
job171_scenario2_222,B22,5,5,60
job172_scenario1_223,B22,15,15,70
job173_scenario4_224,B22,6,6,30
job174_scenario1_225,B22,15,15,70
job175_scenario2_226,B22,5,4,60
job176_scenario2_227,B22,5,5,60
job177_scenario1_228,B22,15,15,70
job178_scenario1_229,B22,15,15,70
job179_scenario2_230,B22,5,5,60
job180_scenario2_231,B22,5,3,60
job181_scenario2_232,B22,5,3,60
job182_scenario1_234,B22,15,16,70
job183_scenario2_235,B22,5,4,60
job184_scenario2_236,B22,5,4,60
job185_scenario2_237,B22,5,3,60
job186_scenario2_238,B22,5,4,60
job187_scenario1_239,B22,15,14,70
job188_scenario2_240,B22,5,5,60
job189_scenario2_241,B22,5,5,60
job190_scenario2_242,B22,5,4,60
job191_scenario2_243,B22,5,5,60
job192_scenario2_244,B22,5,6,60
job193_scenario1_245,B22,15,15,70
job194_scenario2_246,B22,5,5,60
job195_scenario2_247,B22,5,5,60
job196_scenario2_248,B22,5,4,60
job197_scenario2_249,B22,5,6,60
job198_scenario2_250,B22,5,5,60
job199_scenario4_251,B22,6,6,30
job200_scenario2_252,B22,5,4,60
job201_scenario2_253,B22,5,3,60
job202_scenario1_254,B22,15,17,70
job203_scenario1_255,B22,15,16,70
job204_scenario4_256,B22,6,5,30
job205_scenario1_257,B22,15,15,70
job206_scenario2_258,B22,5,4,60
job207_scenario2_259,B22,5,6,60
job208_scenario1_260,B22,15,16,70
job209_scenario2_261,B22,5,4,60
job210_scenario2_262,B22,5,5,60
job211_scenario2_263,B22,5,5,60
job212_scenario3_264,B22,4,4,20
job213_scenario2_265,B22,5,5,60
job214_scenario3_266,B22,4,4,20
job215_scenario1_267,B22,15,15,70
job216_scenario3_268,B22,4,5,20
job217_scenario1_269,B22,15,16,70
job218_scenario2_271,B22,5,4,60
job219_scenario2_272,B22,5,6,60
job220_scenario1_273,B22,15,17,70
job221_scenario4_274,B22,6,6,30
job222_scenario2_275,B22,5,6,60
job223_scenario3_276,B22,4,4,20
job224_scenario1_277,B22,15,14,70
job225_scenario2_278,B22,5,3,60
job226_scenario1_279,B22,15,16,70
job227_scenario1_280,B22,15,15,70
job228_scenario2_282,B22,5,3,60
job229_scenario2_284,B22,5,4,60
job230_scenario2_285,B22,5,5,60
job231_scenario2_286,B22,5,3,60
job232_scenario1_287,B22,15,15,70
job233_scenario1_288,B22,15,15,70
job234_scenario2_289,B22,5,5,60
job235_scenario1_290,B22,15,17,70
job236_scenario1_292,B22,15,16,70
job237_scenario2_293,B22,5,5,60
job238_scenario1_294,B22,15,14,70
job239_scenario1_296,B22,15,16,70
job240_scenario1_297,B22,15,15,70
job241_scenario1_298,B22,15,15,70
job242_scenario2_300,B22,5,5,60
job243_scenario1_301,B22,15,16,70
job244_scenario1_303,B22,15,15,70
job245_scenario2_304,B22,5,4,60
job246_scenario2_306,B22,5,3,60
job247_scenario1_307,B22,15,15,70
job248_scenario1_308,B22,15,15,70
job249_scenario2_309,B22,5,6,60
job250_scenario4_310,B22,6,6,30
job251_scenario2_312,B22,5,5,60
job252_scenario2_314,B22,5,5,60
job253_scenario2_315,B22,5,4,60
job254_scenario2_316,B22,5,3,60
job255_scenario2_317,B22,5,2,60
job256_scenario2_318,B22,5,4,60
job257_scenario1_320,B22,15,17,70
job258_scenario1_321,B22,15,15,70
job259_scenario3_323,B22,4,6,20
job260_scenario1_324,B22,15,16,70
job261_scenario1_325,B22,15,16,70
job262_scenario1_326,B22,15,16,70
job263_scenario1_327,B22,15,17,70
job264_scenario1_328,B22,15,15,70
job265_scenario1_329,B22,15,14,70
job266_scenario4_330,B22,6,8,30
job267_scenario1_332,B22,15,15,70
job268_scenario2_333,B22,5,5,60
job269_scenario1_334,B22,15,13,70
job270_scenario1_336,B22,15,15,70
job271_scenario1_337,B22,15,15,70
job272_scenario4_338,B22,6,6,30
job273_scenario2_339,B22,5,6,60
job274_scenario2_340,B22,5,6,60
job275_scenario1_341,B22,15,15,70
job276_scenario1_343,B22,15,16,70
job277_scenario2_345,B22,5,5,60
job278_scenario1_346,B22,15,16,70
job279_scenario2_347,B22,5,3,60
job280_scenario2_348,B22,5,5,60
job281_scenario2_349,B22,5,4,60
job282_scenario1_350,B22,15,14,70
job283_scenario1_351,B22,15,14,70
job284_scenario2_355,B22,5,4,60
job285_scenario2_357,B22,5,4,60
job286_scenario1_358,B22,15,16,70
job0_scenario2_1,B38,9,9,60
job1_scenario2_3,B38,9,9,60
job2_scenario2_4,B38,9,10,60
job3_scenario1_5,B38,15,16,70
job4_scenario2_6,B38,9,8,60
job5_scenario1_7,B38,15,16,70
job6_scenario1_12,B38,15,14,70
job7_scenario1_13,B38,15,16,70
job8_scenario1_14,B38,15,15,70
job9_scenario1_15,B38,15,14,70
job10_scenario1_16,B38,15,16,70
job11_scenario2_20,B38,9,9,60
job12_scenario1_21,B38,15,15,70
job13_scenario1_22,B38,15,14,70
job14_scenario1_23,B38,15,14,70
job15_scenario2_27,B38,9,10,60
job16_scenario1_28,B38,15,15,70
job17_scenario2_29,B38,9,8,60
job18_scenario1_30,B38,15,16,70
job19_scenario1_31,B38,15,14,70
job20_scenario1_32,B38,15,16,70
job21_scenario1_34,B38,15,16,70
job22_scenario1_36,B38,15,15,70
job23_scenario1_37,B38,15,15,70
job24_scenario1_38,B38,15,15,70
job25_scenario2_39,B38,9,8,60
job26_scenario2_40,B38,9,8,60
job27_scenario3_41,B38,6,6,20
job28_scenario1_42,B38,15,17,70
job29_scenario1_44,B38,15,16,70
job30_scenario2_45,B38,9,8,60
job31_scenario1_46,B38,15,16,70
job32_scenario2_47,B38,9,9,60
job33_scenario1_48,B38,15,13,70
job34_scenario2_49,B38,9,9,60
job35_scenario1_50,B38,15,14,70
job36_scenario2_53,B38,9,10,60
job37_scenario1_54,B38,15,16,70
job38_scenario1_55,B38,15,17,70
job39_scenario1_56,B38,15,14,70
job40_scenario1_57,B38,15,13,70
job41_scenario1_58,B38,15,15,70
job42_scenario1_59,B38,15,14,70
job43_scenario2_61,B38,9,11,60
job44_scenario1_63,B38,15,17,70
job45_scenario1_64,B38,15,15,70
job46_scenario1_65,B38,15,15,70
job47_scenario1_66,B38,15,16,70
job48_scenario1_67,B38,15,15,70
job49_scenario1_68,B38,15,14,70
job50_scenario1_70,B38,15,15,70
job51_scenario1_71,B38,15,14,70
job52_scenario2_73,B38,9,10,60
job53_scenario1_75,B38,15,14,70
job54_scenario3_79,B38,6,7,20
job55_scenario1_80,B38,15,15,70
job56_scenario1_81,B38,15,15,70
job57_scenario2_82,B38,9,11,60
job58_scenario4_83,B38,9,10,30
job59_scenario2_86,B38,9,8,60
job60_scenario1_88,B38,15,15,70
job61_scenario2_89,B38,9,7,60
job62_scenario2_93,B38,9,9,60
job63_scenario1_94,B38,15,15,70
job64_scenario1_96,B38,15,16,70
job65_scenario2_98,B38,9,7,60
job66_scenario1_99,B38,15,16,70
job67_scenario1_100,B38,15,14,70
job68_scenario2_101,B38,9,8,60
job69_scenario1_102,B38,15,13,70
job70_scenario3_103,B38,6,6,20
job71_scenario3_104,B38,6,5,20
job72_scenario2_105,B38,9,9,60
job73_scenario2_106,B38,9,8,60
job74_scenario4_108,B38,9,9,30
job75_scenario1_109,B38,15,16,70
job76_scenario1_110,B38,15,15,70
job77_scenario1_111,B38,15,15,70
job78_scenario2_112,B38,9,10,60
job79_scenario1_113,B38,15,13,70
job80_scenario2_116,B38,9,8,60
job81_scenario1_117,B38,15,16,70
job82_scenario2_118,B38,9,9,60
job83_scenario1_119,B38,15,13,70
job84_scenario1_120,B38,15,15,70
job85_scenario1_123,B38,15,14,70
job86_scenario2_124,B38,9,10,60
job87_scenario4_125,B38,9,10,30
job88_scenario1_128,B38,15,15,70
job89_scenario1_129,B38,15,15,70
job90_scenario1_131,B38,15,17,70
job91_scenario1_132,B38,15,15,70
job92_scenario1_136,B38,15,15,70
job93_scenario1_137,B38,15,14,70
job94_scenario1_138,B38,15,14,70
job95_scenario3_139,B38,6,5,20
job96_scenario2_140,B38,9,8,60
job97_scenario1_141,B38,15,15,70
job98_scenario2_142,B38,9,10,60
job99_scenario2_143,B38,9,8,60
job100_scenario2_144,B38,9,10,60
job101_scenario2_145,B38,9,8,60
job102_scenario1_146,B38,15,15,70
job103_scenario2_147,B38,9,8,60
job104_scenario1_149,B38,15,14,70
job105_scenario1_150,B38,15,14,70
job106_scenario2_151,B38,9,11,60
job107_scenario2_153,B38,9,8,60
job108_scenario2_154,B38,9,10,60
job109_scenario1_155,B38,15,15,70
job110_scenario1_156,B38,15,14,70
job111_scenario1_158,B38,15,16,70
job112_scenario1_159,B38,15,14,70
job113_scenario1_161,B38,15,14,70
job114_scenario2_162,B38,9,9,60
job115_scenario2_163,B38,9,8,60
job116_scenario2_164,B38,9,9,60
job117_scenario1_165,B38,15,14,70
job118_scenario1_166,B38,15,15,70
job119_scenario4_167,B38,9,9,30
job120_scenario2_168,B38,9,8,60
job121_scenario2_170,B38,9,7,60
job122_scenario1_171,B38,15,14,70
job123_scenario1_172,B38,15,17,70
job124_scenario1_173,B38,15,15,70
job125_scenario1_174,B38,15,14,70
job126_scenario2_175,B38,9,10,60
job127_scenario2_177,B38,9,9,60
job128_scenario1_179,B38,15,14,70
job129_scenario2_180,B38,9,8,60
job130_scenario1_181,B38,15,15,70
job131_scenario2_182,B38,9,9,60
job132_scenario2_183,B38,9,10,60
job133_scenario1_184,B38,15,15,70
job134_scenario2_185,B38,9,7,60
job135_scenario2_186,B38,9,9,60
job136_scenario1_187,B38,15,15,70
job137_scenario2_188,B38,9,8,60
job138_scenario2_189,B38,9,9,60
job139_scenario2_190,B38,9,8,60
job140_scenario1_191,B38,15,14,70
job141_scenario2_192,B38,9,10,60
job142_scenario1_193,B38,15,15,70
job143_scenario2_194,B38,9,9,60
job144_scenario1_195,B38,15,16,70
job145_scenario2_196,B38,9,8,60
job146_scenario1_197,B38,15,15,70
job147_scenario4_198,B38,9,11,30
job148_scenario1_199,B38,15,15,70
job149_scenario1_200,B38,15,16,70
job150_scenario1_201,B38,15,14,70
job151_scenario3_202,B38,6,6,20
job152_scenario1_203,B38,15,16,70
job153_scenario2_204,B38,9,7,60
job154_scenario2_205,B38,9,10,60
job155_scenario3_206,B38,6,8,20
job156_scenario3_207,B38,6,5,20
job157_scenario2_208,B38,9,9,60
job158_scenario2_209,B38,9,8,60
job159_scenario2_210,B38,9,9,60
