job_id,worker_id,expected_time,simulated_time,expected_quality
job101_scenario1_136,os5,9,8,70
job102_scenario3_137,os5,4,3,20
job103_scenario1_138,os5,9,10,70
job104_scenario1_139,os5,9,10,70
job105_scenario2_140,os5,6,6,60
job106_scenario2_141,os5,6,6,60
job107_scenario1_142,os5,9,8,70
job108_scenario2_143,os5,6,7,60
job109_scenario1_144,os5,9,8,70
job110_scenario2_145,os5,6,6,60
job111_scenario2_146,os5,6,5,60
job112_scenario2_147,os5,6,5,60
job113_scenario1_149,os5,9,10,70
job114_scenario1_150,os5,9,8,70
job115_scenario1_151,os5,9,8,70
job116_scenario2_152,os5,6,5,60
job117_scenario2_153,os5,6,4,60
job118_scenario2_154,os5,6,6,60
job119_scenario3_156,os5,4,4,20
job120_scenario4_158,os5,12,12,30
job121_scenario4_160,os5,12,11,30
job122_scenario3_161,os5,4,4,20
job123_scenario4_163,os5,12,12,30
job124_scenario2_164,os5,6,6,60
job125_scenario2_165,os5,6,8,60
job126_scenario1_166,os5,9,9,70
job127_scenario2_167,os5,6,7,60
job128_scenario3_169,os5,4,3,20
job129_scenario1_171,os5,9,10,70
job130_scenario2_172,os5,6,6,60
job131_scenario2_173,os5,6,6,60
job132_scenario3_174,os5,4,5,20
job133_scenario2_176,os5,6,6,60
job134_scenario3_177,os5,4,4,20
job135_scenario2_178,os5,6,6,60
job136_scenario2_179,os5,6,7,60
job137_scenario1_180,os5,9,9,70
job138_scenario1_181,os5,9,10,70
job139_scenario1_183,os5,9,8,70
job140_scenario2_184,os5,6,6,60
job141_scenario2_185,os5,6,5,60
job142_scenario1_186,os5,9,9,70
job143_scenario1_187,os5,9,7,70
job144_scenario3_188,os5,4,6,20
job145_scenario2_189,os5,6,5,60
job146_scenario2_190,os5,6,6,60
job147_scenario2_191,os5,6,5,60
job148_scenario2_192,os5,6,7,60
job149_scenario1_193,os5,9,6,70
job150_scenario1_194,os5,9,8,70
job151_scenario1_195,os5,9,10,70
job152_scenario3_196,os5,4,4,20
job153_scenario1_197,os5,9,9,70
job154_scenario2_198,os5,6,6,60
job155_scenario1_199,os5,9,9,70
job156_scenario2_200,os5,6,5,60
job157_scenario1_201,os5,9,9,70
job158_scenario1_202,os5,9,8,70
job159_scenario2_203,os5,6,8,60
job160_scenario2_204,os5,6,6,60
job161_scenario3_205,os5,4,4,20
job162_scenario1_206,os5,9,10,70
job163_scenario2_207,os5,6,7,60
job164_scenario1_208,os5,9,10,70
job165_scenario1_209,os5,9,8,70
job166_scenario1_210,os5,9,8,70
job167_scenario1_211,os5,9,8,70
job168_scenario2_212,os5,6,5,60
job169_scenario2_213,os5,6,5,60
job170_scenario2_214,os5,6,7,60
job171_scenario1_215,os5,9,7,70
job172_scenario1_216,os5,9,11,70
job173_scenario2_217,os5,6,6,60
job174_scenario1_218,os5,9,9,70
job175_scenario2_219,os5,6,4,60
job176_scenario2_220,os5,6,6,60
job177_scenario1_221,os5,9,8,70
job178_scenario2_222,os5,6,5,60
job179_scenario2_223,os5,6,8,60
job180_scenario2_224,os5,6,6,60
job181_scenario2_225,os5,6,6,60
job182_scenario1_226,os5,9,9,70
job183_scenario3_227,os5,4,4,20
job184_scenario2_228,os5,6,8,60
job185_scenario2_229,os5,6,4,60
job186_scenario1_230,os5,9,9,70
job187_scenario1_231,os5,9,8,70
job188_scenario2_232,os5,6,5,60
job189_scenario1_233,os5,9,8,70
job190_scenario2_234,os5,6,5,60
job191_scenario2_235,os5,6,5,60
job192_scenario1_236,os5,9,10,70
job193_scenario2_237,os5,6,7,60
job194_scenario1_238,os5,9,10,70
job195_scenario2_239,os5,6,7,60
job196_scenario2_240,os5,6,6,60
job197_scenario2_241,os5,6,5,60
job198_scenario2_243,os5,6,6,60
job199_scenario2_244,os5,6,6,60
job200_scenario1_245,os5,9,8,70
job201_scenario2_246,os5,6,5,60
job202_scenario2_247,os5,6,6,60
job203_scenario2_248,os5,6,7,60
job204_scenario2_249,os5,6,5,60
job205_scenario2_250,os5,6,5,60
job206_scenario1_251,os5,9,6,70
job207_scenario2_252,os5,6,5,60
job208_scenario1_253,os5,9,9,70
job209_scenario1_254,os5,9,9,70
job210_scenario2_255,os5,6,8,60
job211_scenario1_256,os5,9,9,70
job212_scenario3_257,os5,4,6,20
job213_scenario2_258,os5,6,4,60
job214_scenario2_259,os5,6,4,60
job215_scenario1_260,os5,9,9,70
job216_scenario1_261,os5,9,9,70
job217_scenario2_262,os5,6,7,60
job218_scenario4_263,os5,12,11,30
job219_scenario1_264,os5,9,9,70
job220_scenario1_265,os5,9,8,70
job221_scenario1_266,os5,9,6,70
job222_scenario1_267,os5,9,7,70
job223_scenario1_268,os5,9,8,70
job224_scenario2_269,os5,6,5,60
job225_scenario1_270,os5,9,9,70
job226_scenario2_271,os5,6,5,60
job227_scenario1_272,os5,9,9,70
job228_scenario4_273,os5,12,11,30
job229_scenario3_274,os5,4,6,20
job230_scenario1_275,os5,9,8,70
job231_scenario1_276,os5,9,8,70
job232_scenario2_277,os5,6,5,60
job233_scenario2_278,os5,6,8,60
job234_scenario1_279,os5,9,9,70
job235_scenario2_280,os5,6,7,60
job236_scenario1_281,os5,9,10,70
job237_scenario2_282,os5,6,5,60
job238_scenario1_286,os5,9,8,70
job239_scenario1_287,os5,9,10,70
job240_scenario2_288,os5,6,7,60
job241_scenario1_289,os5,9,10,70
job242_scenario2_290,os5,6,8,60
job243_scenario1_291,os5,9,7,70
job244_scenario1_292,os5,9,6,70
job245_scenario1_294,os5,9,9,70
job246_scenario2_295,os5,6,4,60
job247_scenario2_298,os5,6,6,60
job248_scenario2_299,os5,6,6,60
job249_scenario1_300,os5,9,7,70
job250_scenario1_301,os5,9,10,70
job251_scenario1_302,os5,9,8,70
job252_scenario1_304,os5,9,7,70
job253_scenario1_306,os5,9,9,70
job254_scenario1_308,os5,9,9,70
job255_scenario1_309,os5,9,10,70
job256_scenario4_311,os5,12,14,30
job257_scenario1_312,os5,9,8,70
job258_scenario1_313,os5,9,12,70
job259_scenario1_314,os5,9,9,70
job260_scenario1_315,os5,9,9,70
job261_scenario2_316,os5,6,6,60
job262_scenario1_317,os5,9,8,70
job263_scenario1_318,os5,9,8,70
job264_scenario2_319,os5,6,7,60
job265_scenario2_320,os5,6,6,60
job266_scenario2_322,os5,6,6,60
job267_scenario1_323,os5,9,9,70
job268_scenario1_324,os5,9,7,70
job269_scenario1_325,os5,9,8,70
job270_scenario2_326,os5,6,5,60
job271_scenario1_327,os5,9,8,70
job272_scenario1_328,os5,9,9,70
job273_scenario1_329,os5,9,8,70
job274_scenario1_331,os5,9,9,70
job275_scenario2_332,os5,6,6,60
job276_scenario3_333,os5,4,6,20
job277_scenario1_334,os5,9,10,70
job278_scenario1_335,os5,9,9,70
job279_scenario1_336,os5,9,7,70
job280_scenario1_337,os5,9,10,70
job281_scenario2_338,os5,6,7,60
job282_scenario1_339,os5,9,9,70
job283_scenario2_340,os5,6,7,60
job284_scenario2_341,os5,6,5,60
job285_scenario2_342,os5,6,9,60
job286_scenario2_343,os5,6,7,60
job287_scenario1_344,os5,9,8,70
job288_scenario2_345,os5,6,6,60
job289_scenario1_346,os5,9,8,70
job290_scenario2_348,os5,6,4,60
job291_scenario1_349,os5,9,10,70
job292_scenario1_350,os5,9,9,70
job293_scenario2_351,os5,6,7,60
job294_scenario2_352,os5,6,6,60
job295_scenario1_353,os5,9,8,70
job296_scenario2_355,os5,6,7,60
job297_scenario1_356,os5,9,6,70
job298_scenario2_357,os5,6,6,60
job299_scenario1_358,os5,9,8,70
job0_scenario2_0,B22,5,4,60
job1_scenario1_1,B22,15,15,70
job2_scenario2_2,B22,5,5,60
job3_scenario2_3,B22,5,7,60
job4_scenario1_4,B22,15,14,70
job5_scenario1_6,B22,15,14,70
job6_scenario1_7,B22,15,16,70
job7_scenario2_8,B22,5,4,60
job8_scenario2_10,B22,5,4,60
job9_scenario1_11,B22,15,14,70
job10_scenario2_13,B22,5,4,60
job11_scenario2_15,B22,5,6,60
job12_scenario1_16,B22,15,14,70
job13_scenario1_17,B22,15,15,70
job14_scenario1_18,B22,15,16,70
job15_scenario1_19,B22,15,16,70
job16_scenario1_21,B22,15,16,70
job17_scenario1_24,B22,15,16,70
job18_scenario1_25,B22,15,16,70
job19_scenario3_26,B22,4,5,20
job20_scenario1_27,B22,15,16,70
job21_scenario1_28,B22,15,16,70
job22_scenario2_29,B22,5,4,60
job23_scenario1_30,B22,15,17,70
job24_scenario2_33,B22,5,4,60
job25_scenario1_37,B22,15,16,70
job26_scenario1_38,B22,15,18,70
job27_scenario1_39,B22,15,13,70
job28_scenario3_41,B22,4,6,20
job29_scenario1_43,B22,15,17,70
job30_scenario1_44,B22,15,13,70
job31_scenario1_47,B22,15,14,70
job32_scenario1_48,B22,15,16,70
job33_scenario1_49,B22,15,15,70
job34_scenario1_51,B22,15,16,70
job35_scenario1_52,B22,15,15,70
job36_scenario1_53,B22,15,16,70
job37_scenario2_54,B22,5,4,60
job38_scenario2_55,B22,5,5,60
job39_scenario2_56,B22,5,5,60
job40_scenario1_57,B22,15,16,70
job41_scenario1_58,B22,15,17,70
job42_scenario1_59,B22,15,16,70
job43_scenario1_60,B22,15,14,70
job44_scenario1_61,B22,15,16,70
job45_scenario1_62,B22,15,16,70
job46_scenario2_63,B22,5,4,60
job47_scenario1_64,B22,15,15,70
job48_scenario2_65,B22,5,5,60
job49_scenario2_66,B22,5,3,60
job50_scenario1_67,B22,15,15,70
job51_scenario1_68,B22,15,14,70
job52_scenario2_69,B22,5,6,60
job53_scenario1_70,B22,15,15,70
job54_scenario1_71,B22,15,16,70
job55_scenario1_72,B22,15,16,70
job56_scenario1_73,B22,15,17,70
job57_scenario1_74,B22,15,17,70
job58_scenario1_76,B22,15,14,70
job59_scenario1_77,B22,15,15,70
job60_scenario2_78,B22,5,4,60
job61_scenario1_80,B22,15,16,70
job62_scenario2_83,B22,5,6,60
job63_scenario2_84,B22,5,3,60
job64_scenario1_85,B22,15,14,70
job65_scenario4_86,B22,6,6,30
job66_scenario1_90,B22,15,17,70
job67_scenario2_91,B22,5,5,60
job68_scenario3_92,B22,4,4,20
job69_scenario1_93,B22,15,17,70
job70_scenario2_95,B22,5,5,60
job71_scenario4_96,B22,6,7,30
job72_scenario2_97,B22,5,5,60
job73_scenario2_98,B22,5,3,60
job74_scenario3_99,B22,4,5,20
job75_scenario2_102,B22,5,6,60
job76_scenario2_103,B22,5,5,60
job77_scenario2_104,B22,5,3,60
job78_scenario4_105,B22,6,7,30
job79_scenario4_108,B22,6,6,30
job80_scenario4_109,B22,6,4,30
job81_scenario1_110,B22,15,16,70
job82_scenario1_111,B22,15,15,70
job83_scenario2_112,B22,5,5,60
job84_scenario2_113,B22,5,5,60
job85_scenario2_114,B22,5,2,60
job86_scenario4_115,B22,6,6,30
job87_scenario2_116,B22,5,5,60
job88_scenario2_117,B22,5,4,60
job89_scenario1_119,B22,15,17,70
job90_scenario3_121,B22,4,4,20
job91_scenario1_125,B22,15,15,70
job92_scenario4_126,B22,6,7,30
job93_scenario2_128,B22,5,6,60
job94_scenario1_129,B22,15,16,70
job95_scenario2_130,B22,5,4,60
job96_scenario2_131,B22,5,4,60
job97_scenario1_132,B22,15,15,70
job98_scenario2_133,B22,5,6,60
job99_scenario1_134,B22,15,16,70
job100_scenario2_135,B22,5,5,60
job101_scenario1_136,B22,15,13,70
job102_scenario3_137,B22,4,2,20
job103_scenario1_138,B22,15,15,70
job104_scenario1_139,B22,15,15,70
job105_scenario2_140,B22,5,6,60
job106_scenario2_141,B22,5,4,60
job107_scenario1_142,B22,15,16,70
job108_scenario2_143,B22,5,4,60
job109_scenario1_144,B22,15,17,70
job110_scenario2_145,B22,5,5,60
job111_scenario2_146,B22,5,5,60
job112_scenario2_147,B22,5,4,60
job113_scenario1_149,B22,15,16,70
job114_scenario1_150,B22,15,16,70
job115_scenario1_151,B22,15,16,70
job116_scenario2_152,B22,5,3,60
job117_scenario2_153,B22,5,6,60
job118_scenario2_154,B22,5,3,60
job119_scenario3_156,B22,4,3,20
job120_scenario4_158,B22,6,6,30
job121_scenario4_160,B22,6,6,30
job122_scenario3_161,B22,4,5,20
job123_scenario4_163,B22,6,5,30
job124_scenario2_164,B22,5,5,60
job125_scenario2_165,B22,5,6,60
job126_scenario1_166,B22,15,16,70
job127_scenario2_167,B22,5,4,60
job128_scenario3_169,B22,4,3,20
job129_scenario1_171,B22,15,17,70
job130_scenario2_172,B22,5,5,60
job131_scenario2_173,B22,5,3,60
job132_scenario3_174,B22,4,5,20
job133_scenario2_176,B22,5,4,60
job134_scenario3_177,B22,4,5,20
job135_scenario2_178,B22,5,4,60
job136_scenario2_179,B22,5,6,60
job137_scenario1_180,B22,15,15,70
job138_scenario1_181,B22,15,16,70
job139_scenario1_183,B22,15,15,70
job140_scenario2_184,B22,5,4,60
job141_scenario2_185,B22,5,4,60
job142_scenario1_186,B22,15,17,70
job143_scenario1_187,B22,15,16,70
job144_scenario3_188,B22,4,4,20
job145_scenario2_189,B22,5,4,60
job146_scenario2_190,B22,5,4,60
job147_scenario2_191,B22,5,5,60
job148_scenario2_192,B22,5,5,60
job149_scenario1_193,B22,15,15,70
job150_scenario1_194,B22,15,15,70
job151_scenario1_195,B22,15,16,70
job152_scenario3_196,B22,4,5,20
job153_scenario1_197,B22,15,13,70
job154_scenario2_198,B22,5,4,60
job155_scenario1_199,B22,15,17,70
job156_scenario2_200,B22,5,4,60
job157_scenario1_201,B22,15,15,70
job158_scenario1_202,B22,15,16,70
job159_scenario2_203,B22,5,4,60
job160_scenario2_204,B22,5,6,60
job161_scenario3_205,B22,4,4,20
job162_scenario1_206,B22,15,17,70
job163_scenario2_207,B22,5,5,60
job164_scenario1_208,B22,15,16,70
job165_scenario1_209,B22,15,16,70
job166_scenario1_210,B22,15,14,70
job167_scenario1_211,B22,15,14,70
job168_scenario2_212,B22,5,5,60
job169_scenario2_213,B22,5,5,60
job170_scenario2_214,B22,5,5,60
job171_scenario1_215,B22,15,14,70
job172_scenario1_216,B22,15,15,70
job173_scenario2_217,B22,5,5,60
job174_scenario1_218,B22,15,16,70
job175_scenario2_219,B22,5,4,60
job176_scenario2_220,B22,5,4,60
job177_scenario1_221,B22,15,15,70
job178_scenario2_222,B22,5,3,60
job179_scenario2_223,B22,5,4,60
job180_scenario2_224,B22,5,6,60
job181_scenario2_225,B22,5,4,60
job182_scenario1_226,B22,15,15,70
job183_scenario3_227,B22,4,6,20
job184_scenario2_228,B22,5,4,60
job185_scenario2_229,B22,5,4,60
job186_scenario1_230,B22,15,15,70
job187_scenario1_231,B22,15,15,70
job188_scenario2_232,B22,5,4,60
job189_scenario1_233,B22,15,15,70
job190_scenario2_234,B22,5,4,60
job191_scenario2_235,B22,5,3,60
job192_scenario1_236,B22,15,16,70
job193_scenario2_237,B22,5,5,60
job194_scenario1_238,B22,15,15,70
job195_scenario2_239,B22,5,4,60
job196_scenario2_240,B22,5,5,60
job197_scenario2_241,B22,5,4,60
job198_scenario2_243,B22,5,3,60
job199_scenario2_244,B22,5,4,60
job200_scenario1_245,B22,15,16,70
job201_scenario2_246,B22,5,4,60
job202_scenario2_247,B22,5,5,60
job203_scenario2_248,B22,5,4,60
job204_scenario2_249,B22,5,5,60
job205_scenario2_250,B22,5,4,60
job206_scenario1_251,B22,15,16,70
job207_scenario2_252,B22,5,4,60
job208_scenario1_253,B22,15,16,70
job209_scenario1_254,B22,15,14,70
job210_scenario2_255,B22,5,3,60
job211_scenario1_256,B22,15,16,70
job212_scenario3_257,B22,4,6,20
job213_scenario2_258,B22,5,4,60
job214_scenario2_259,B22,5,4,60
job215_scenario1_260,B22,15,16,70
job216_scenario1_261,B22,15,15,70
job217_scenario2_262,B22,5,4,60
job218_scenario4_263,B22,6,7,30
job219_scenario1_264,B22,15,16,70
job220_scenario1_265,B22,15,16,70
job221_scenario1_266,B22,15,16,70
job222_scenario1_267,B22,15,15,70
job223_scenario1_268,B22,15,15,70
job224_scenario2_269,B22,5,6,60
job225_scenario1_270,B22,15,15,70
job226_scenario2_271,B22,5,2,60
job227_scenario1_272,B22,15,14,70
job228_scenario4_273,B22,6,5,30
job229_scenario3_274,B22,4,5,20
job230_scenario1_275,B22,15,16,70
job231_scenario1_276,B22,15,18,70
job232_scenario2_277,B22,5,5,60
job233_scenario2_278,B22,5,3,60
job234_scenario1_279,B22,15,16,70
job235_scenario2_280,B22,5,5,60
job236_scenario1_281,B22,15,15,70
job237_scenario2_282,B22,5,3,60
job238_scenario1_286,B22,15,15,70
job239_scenario1_287,B22,15,14,70
job240_scenario2_288,B22,5,4,60
job241_scenario1_289,B22,15,13,70
job242_scenario2_290,B22,5,6,60
job243_scenario1_291,B22,15,16,70
job244_scenario1_292,B22,15,16,70
job245_scenario1_294,B22,15,14,70
job246_scenario2_295,B22,5,6,60
job247_scenario2_298,B22,5,4,60
job248_scenario2_299,B22,5,3,60
job249_scenario1_300,B22,15,17,70
job250_scenario1_301,B22,15,14,70
job251_scenario1_302,B22,15,15,70
job252_scenario1_304,B22,15,14,70
job253_scenario1_306,B22,15,16,70
job254_scenario1_308,B22,15,15,70
job255_scenario1_309,B22,15,14,70
job256_scenario4_311,B22,6,8,30
job257_scenario1_312,B22,15,17,70
job258_scenario1_313,B22,15,15,70
job259_scenario1_314,B22,15,15,70
job260_scenario1_315,B22,15,14,70
job261_scenario2_316,B22,5,4,60
job262_scenario1_317,B22,15,15,70
job263_scenario1_318,B22,15,15,70
job264_scenario2_319,B22,5,3,60
job265_scenario2_320,B22,5,5,60
job266_scenario2_322,B22,5,3,60
job267_scenario1_323,B22,15,18,70
job268_scenario1_324,B22,15,14,70
job269_scenario1_325,B22,15,15,70
job270_scenario2_326,B22,5,4,60
job271_scenario1_327,B22,15,15,70
job272_scenario1_328,B22,15,16,70
job273_scenario1_329,B22,15,16,70
job274_scenario1_331,B22,15,15,70
job275_scenario2_332,B22,5,5,60
job276_scenario3_333,B22,4,5,20
job277_scenario1_334,B22,15,16,70
job278_scenario1_335,B22,15,13,70
job279_scenario1_336,B22,15,17,70
job280_scenario1_337,B22,15,14,70
job281_scenario2_338,B22,5,2,60
job282_scenario1_339,B22,15,14,70
job283_scenario2_340,B22,5,5,60
job284_scenario2_341,B22,5,3,60
job285_scenario2_342,B22,5,5,60
job286_scenario2_343,B22,5,4,60
job287_scenario1_344,B22,15,15,70
job288_scenario2_345,B22,5,4,60
job289_scenario1_346,B22,15,18,70
job290_scenario2_348,B22,5,5,60
job291_scenario1_349,B22,15,14,70
job292_scenario1_350,B22,15,14,70
job293_scenario2_351,B22,5,5,60
job294_scenario2_352,B22,5,5,60
job295_scenario1_353,B22,15,15,70
job296_scenario2_355,B22,5,6,60
job297_scenario1_356,B22,15,14,70
job298_scenario2_357,B22,5,5,60
job299_scenario1_358,B22,15,15,70
job0_scenario2_0,B38,9,9,60
job1_scenario1_1,B38,15,14,70
job2_scenario2_2,B38,9,9,60
job3_scenario2_3,B38,9,9,60
job4_scenario1_4,B38,15,14,70
job5_scenario1_6,B38,15,16,70
job6_scenario1_7,B38,15,15,70
job7_scenario2_8,B38,9,9,60
job8_scenario2_10,B38,9,9,60
job9_scenario1_11,B38,15,15,70
job10_scenario2_13,B38,9,9,60
job11_scenario2_15,B38,9,8,60
job12_scenario1_16,B38,15,15,70
job13_scenario1_17,B38,15,17,70
job14_scenario1_18,B38,15,15,70
job15_scenario1_19,B38,15,14,70
job16_scenario1_21,B38,15,14,70
job17_scenario1_24,B38,15,17,70
job18_scenario1_25,B38,15,15,70
job19_scenario3_26,B38,6,7,20
job20_scenario1_27,B38,15,14,70
job21_scenario1_28,B38,15,15,70
job22_scenario2_29,B38,9,7,60
job23_scenario1_30,B38,15,16,70
job24_scenario2_33,B38,9,9,60
job25_scenario1_37,B38,15,14,70
job26_scenario1_38,B38,15,16,70
job27_scenario1_39,B38,15,15,70
job28_scenario3_41,B38,6,7,20
job29_scenario1_43,B38,15,15,70
job30_scenario1_44,B38,15,16,70
job31_scenario1_47,B38,15,15,70
job32_scenario1_48,B38,15,14,70
job33_scenario1_49,B38,15,16,70
job34_scenario1_51,B38,15,17,70
job35_scenario1_52,B38,15,16,70
job36_scenario1_53,B38,15,16,70
job37_scenario2_54,B38,9,10,60
job38_scenario2_55,B38,9,8,60
job39_scenario2_56,B38,9,9,60
job40_scenario1_57,B38,15,14,70
job41_scenario1_58,B38,15,15,70
job42_scenario1_59,B38,15,14,70
job43_scenario1_60,B38,15,16,70
job44_scenario1_61,B38,15,14,70
job45_scenario1_62,B38,15,14,70
job46_scenario2_63,B38,9,8,60
job47_scenario1_64,B38,15,13,70
job48_scenario2_65,B38,9,9,60
job49_scenario2_66,B38,9,11,60
job50_scenario1_67,B38,15,16,70
job51_scenario1_68,B38,15,15,70
job52_scenario2_69,B38,9,8,60
job53_scenario1_70,B38,15,17,70
job54_scenario1_71,B38,15,16,70
job55_scenario1_72,B38,15,16,70
job56_scenario1_73,B38,15,15,70
job57_scenario1_74,B38,15,15,70
job58_scenario1_76,B38,15,16,70
job59_scenario1_77,B38,15,14,70
job60_scenario2_78,B38,9,9,60
job61_scenario1_80,B38,15,16,70
job62_scenario2_83,B38,9,10,60
job63_scenario2_84,B38,9,10,60
job64_scenario1_85,B38,15,15,70
job65_scenario4_86,B38,9,9,30
job66_scenario1_90,B38,15,14,70
job67_scenario2_91,B38,9,8,60
job68_scenario3_92,B38,6,7,20
job69_scenario1_93,B38,15,15,70
job70_scenario2_95,B38,9,9,60
job71_scenario4_96,B38,9,10,30
job72_scenario2_97,B38,9,9,60
job73_scenario2_98,B38,9,8,60
job74_scenario3_99,B38,6,6,20
job75_scenario2_102,B38,9,8,60
job76_scenario2_103,B38,9,9,60
job77_scenario2_104,B38,9,9,60
job78_scenario4_105,B38,9,7,30
job79_scenario4_108,B38,9,9,30
job80_scenario4_109,B38,9,9,30
job81_scenario1_110,B38,15,15,70
job82_scenario1_111,B38,15,15,70
job83_scenario2_112,B38,9,10,60
job84_scenario2_113,B38,9,12,60
job85_scenario2_114,B38,9,9,60
job86_scenario4_115,B38,9,8,30
job87_scenario2_116,B38,9,8,60
job88_scenario2_117,B38,9,9,60
job89_scenario1_119,B38,15,14,70
job90_scenario3_121,B38,6,6,20
job91_scenario1_125,B38,15,13,70
job92_scenario4_126,B38,9,10,30
job93_scenario2_128,B38,9,10,60
job94_scenario1_129,B38,15,14,70
job95_scenario2_130,B38,9,9,60
job96_scenario2_131,B38,9,8,60
job97_scenario1_132,B38,15,15,70
job98_scenario2_133,B38,9,10,60
job99_scenario1_134,B38,15,14,70
job100_scenario2_135,B38,9,8,60
job101_scenario1_136,B38,15,14,70
job102_scenario3_137,B38,6,4,20
job103_scenario1_138,B38,15,15,70
job104_scenario1_139,B38,15,15,70
job105_scenario2_140,B38,9,8,60
job106_scenario2_141,B38,9,9,60
job107_scenario1_142,B38,15,16,70
job108_scenario2_143,B38,9,9,60
job109_scenario1_144,B38,15,15,70
job110_scenario2_145,B38,9,10,60
job111_scenario2_146,B38,9,10,60
job112_scenario2_147,B38,9,11,60
job113_scenario1_149,B38,15,16,70
job114_scenario1_150,B38,15,15,70
job115_scenario1_151,B38,15,16,70
job116_scenario2_152,B38,9,7,60
job117_scenario2_153,B38,9,8,60
job118_scenario2_154,B38,9,9,60
job119_scenario3_156,B38,6,5,20
job120_scenario4_158,B38,9,9,30
job121_scenario4_160,B38,9,11,30
job122_scenario3_161,B38,6,4,20
job123_scenario4_163,B38,9,8,30
job124_scenario2_164,B38,9,8,60
job125_scenario2_165,B38,9,8,60
job126_scenario1_166,B38,15,15,70
job127_scenario2_167,B38,9,10,60
job128_scenario3_169,B38,6,6,20
job129_scenario1_171,B38,15,14,70
job130_scenario2_172,B38,9,9,60
job131_scenario2_173,B38,9,10,60
job132_scenario3_174,B38,6,7,20
job133_scenario2_176,B38,9,10,60
